ID,YEAR,OTHIC,MSICBD,CICBD,OTHICBD,FCOUNTY
6233260,2018,,4,0,0,42015
6233267,2018,,5,0,0,42013
6233280,2018,,12,0,0,42051
6233290,2018,,6,0,0,42123
6233300,2018,,0,0,0,42123
6233320,2018,,26,0,0,42125
6233360,2018,CCU,0,0,9,42055
6233370,2018,,0,0,0,42059
6233380,2018,,5,0,0,42117
6233390,2018,,0,0,0,42011
6233400,2018,,24,0,0,42029
6233430,2018,,16,0,0,42029
6233435,2018,,,,,42079
6233442,2018,,9,0,0,42029
6233443,2018,,41,0,0,42011
6233455,2018,,,,,42079
6233480,2018,,,,,42003
6233485,2018,,0,0,0,42081
6233500,2018,,30,0,0,42081
6233520,2018,,6,0,0,42111
6233535,2018,,0,0,0,42003
6233549,2018,,20,0,0,42133
6233550,2018,,40,20,0,42133
6233555,2018,,,,,42133
6238015,2018,,0,0,0,42013
6239015,2018,,0,0,0,42077
6239055,2018,,7,0,0,42031
6239075,2018,,0,0,0,42017
6239183,2018,,12,0,0,42071
6239200,2018,,0,0,0,42029
6239205,2018,,0,0,0,42029
6310007,2018,,27,8,0,10001
6310011,2018,,0,0,0,10003
6310012,2018,,,,,10001
6310020,2018,,0,0,0,10003
6310025,2018,,,,,10003
6310030,2018,,20,5,0,10005
6310080,2018,,9,0,0,10005
6310110,2018,,,,,10003
6310120,2018,Neuro,69,8,18,10003
6310140,2018,,,,,10003
6310145,2018,,0,0,0,10003
6310150,2018,,,,,10003
6310390,2018,,0,0,0,10003
6320003,2018,,,,,24047
6320004,2018,,,,,24045
6320008,2018,,,,,24033
6320013,2018,,,,,24031
6320014,2018,,0,0,0,24005
6320020,2018,,20,0,0,24003
6320050,2018,,30,12,0,24510
6320090,2018,,8,0,0,24510
6320120,2018,,27,0,0,24005
6320125,2018,,24,0,0,24005
6320127,2018,,7,10,0,24510
6320140,2018,,,,,24005
6320170,2018,,0,0,0,24005
6320180,2018,Other Medical/Surgical,62,26,24,24510
6320190,2018,,,,,24510
6320200,2018,,18,0,0,24510
6320206,2018,,7,7,0,24001
6320220,2018,,24,0,0,24510
6320250,2018,,16,12,0,24510
6320260,2018,,28,9,0,24005
6320280,2018,,32,8,0,24510
6320290,2018,,12,0,0,24510
6320310,2018,,24,26,0,24510
6320330,2018,Trauma,75,39,108,24510
6320340,2018,,,,,24510
6320345,2018,,12,0,0,24031
6320350,2018,,24,20,0,24031
6320360,2018,,25,0,0,24031
6320370,2018,,,,,24019
6320380,2018,,,,,24019
6320391,2018,,8,0,0,24031
6320410,2018,,,,,24005
6320416,2018,,9,9,0,24033
6320420,2018,,,,,24029
6320440,2018,,,,,24039
6320460,2018,,16,0,0,24027
6320465,2018,,0,0,0,24001
6320480,2018,,,,,24041
6320500,2018,,9,0,0,24015
6320515,2018,,,,,24025
6320540,2018,,18,0,0,24021
6320569,2018,,30,0,0,24003
6320575,2018,,,,,24043
6320580,2018,IMC,12,12,28,24043
6320585,2018,,0,0,0,24043
6320590,2018,,6,0,0,24025
6320610,2018,,,,,24033
6320636,2018,,,,,24027
6320640,2018,,10,0,0,24017
6320645,2018,,24,0,0,24033
6320670,2018,,12,0,0,24037
6320685,2018,,4,0,0,24023
6320690,2018,Neuro,12,0,11,24031
6320730,2018,,4,0,0,24009
6320735,2018,,16,0,0,24005
6320750,2018,,,,,24510
6320775,2018,,28,0,48,24031
6320783,2018,,0,0,0,24045
6320785,2018,PCU,16,8,18,24045
6320813,2018,,46,0,0,24031
6320825,2018,,,,,24031
6320830,2018,,0,0,0,24013
6320880,2018,,12,0,0,24013
6322080,2018,,,,,24031
6330002,2018,,,,,11001
6330025,2018,,0,0,0,11001
6330030,2018,,0,26,0,11001
6330100,2018,,14,6,0,11001
6330120,2018,,42,44,0,11001
6330130,2018,Neuro ICU,38,0,19,11001
6330140,2018,,46,10,0,11001
6330145,2018,,,,,11001
6330170,2018,,0,0,0,11001
6330200,2018,,0,0,0,11001
6330210,2018,,14,0,0,11001
6330215,2018,,,,,11001
6330250,2018,,,,,11001
6330281,2018,,,,,11001
6340002,2018,,,,,51590
6340005,2018,,14,0,0,51015
6340007,2018,,0,0,0,51700
6340008,2018,,,,,51775
6340009,2018,,,,,51760
6340010,2018,,14,0,0,51191
6340011,2018,,,,,51760
6340012,2018,,,,,51087
6340013,2018,,37,12,0,51680
6340014,2018,,0,0,0,51051
6340015,2018,,0,0,0,51540
6340018,2018,,,,,51810
6340020,2018,,20,0,14,51510
6340021,2018,,,,,51041
6340022,2018,,,,,51710
6340023,2018,,,,,51177
6340025,2018,,24,0,0,51059
6340030,2018,,20,0,0,51059
6340040,2018,,22,12,0,51013
6340047,2018,,,,,51013
6340050,2018,,6,0,0,51019
6340055,2018,,2,0,0,51195
6340064,2018,,,,,51087
6340080,2018,,,,,51135
6340100,2018,,0,0,0,51161
6340120,2018,,12,0,0,51003
6340140,2018,,,,,51121
6340145,2018,,28,0,0,51550
6340146,2018,,,,,51630
6340147,2018,,,,,51730
6340148,2018,,,,,51005
6340149,2018,,6,0,0,51179
6340180,2018,,,,,51009
6340195,2018,,6,0,0,51047
6340220,2018,,,,,51590
6340225,2018,,0,0,0,51680
6340227,2018,,7,0,0,51081
6340230,2018,,8,0,0,51147
6340231,2018,,12,0,0,51059
6340232,2018,,,,,51059
6340233,2018,,0,0,0,51041
6340234,2018,,,,,51700
6340236,2018,,0,0,0,51107
6340237,2018,,,,,51520
6340240,2018,,,,,51059
6340280,2018,,,,,51620
6340290,2018,,38,0,0,51630
6340300,2018,,8,0,0,51187
6340313,2018,,12,0,0,51027
6340315,2018,,8,0,0,51640
6340330,2018,,24,0,0,51650
6340335,2018,,,,,51199
6340340,2018,,10,6,0,51660
6340350,2018,,,,,51670
6340360,2018,,,,,51017
6340370,2018,,,,,51650
6340385,2018,,,,,51103
6340390,2018,,5,0,0,51167
6340400,2018,,23,0,0,51107
6340410,2018,,2,0,0,51163
6340420,2018,,0,0,0,51139
6340425,2018,,0,0,0,51095
6340429,2018,,,,,51153
6340454,2018,,,,,51683
6340460,2018,,4,0,0,51173
6340470,2018,,,,,51173
6340480,2018,,,,,51089
6340490,2018,Trauma,18,48,36,51059
6340500,2018,,5,0,0,51001
6340510,2018,,,,,51700
6340515,2018,,0,0,0,51127
6340520,2018,Oncology ICU,28,0,5,51700
6340521,2018,,6,0,0,51073
6340540,2018,,0,0,0,51700
6340550,2018,,,,,51710
6340578,2018,,0,0,0,51710
6340580,2018,,20,0,0,51710
6340620,2018,VICU,16,34,12,51710
6340630,2018,,,,,51710
6340660,2018,,,,,51710
6340670,2018,,12,0,0,51720
6340675,2018,,6,0,0,51720
6340677,2018,,0,0,0,51071
6340690,2018,,0,0,0,51730
634069A,2018,,,,,51730
6340710,2018,,14,14,0,51730
6340740,2018,,,,,51740
6340750,2018,,,,,51740
6340760,2018,,,,,51155
6340780,2018,,8,0,0,51121
6340800,2018,,12,0,0,51185
6340830,2018,,,,,51760
6340860,2018,Neuroscience,56,28,27,51760
6340890,2018,,0,0,0,51087
6340896,2018,,16,8,0,51085
6340921,2018,,26,8,0,51760
6340930,2018,,0,0,0,51085
6340960,2018,,,,,51760
6341040,2018,Neuro Trauma,30,19,22,51770
6341060,2018,,8,0,0,51775
6341063,2018,,4,0,0,51067
6341075,2018,,12,0,0,51083
6341085,2018,,10,0,0,51117
6341100,2018,,,,,51790
6341120,2018,,0,0,0,51790
6341145,2018,,16,0,0,51810
6341153,2018,,12,0,0,51800
6341161,2018,,3,0,0,51057
6341162,2018,,20,4,0,51810
6341165,2018,,10,0,0,51061
6341175,2018,,0,0,0,51185
6341190,2018,,,,,51095
6341195,2018,,16,0,0,51095
6341200,2018,,36,12,0,51840
6341210,2018,,16,0,0,51153
6341215,2018,,4,0,0,51171
6341220,2018,,,,,51087
6341230,2018,,6,0,0,51197
6344000,2018,Neuro,43,34,12,51540
6348005,2018,,,,,51059
6349171,2018,,,,,51730
6349172,2018,,0,0,0,51540
6349173,2018,,,,,51095
6350002,2018,,0,0,0,54011
6350005,2018,,,,,54061
6350006,2018,,12,12,0,54081
6350007,2018,Bone Marrow Transplant/ Neuro ICU,40,28,22,54061
6350008,2018,,0,0,0,54039
6350009,2018,,0,0,0,54011
6350011,2018,,,,,54069
6350035,2018,,7,4,0,54081
6350055,2018,,,,,54081
6350060,2018,,0,0,0,54065
6350070,2018,,17,0,0,54055
6350110,2018,,4,0,0,54097
6350120,2018,Neuro,50,60,12,54039
6350180,2018,,0,0,0,54039
6350200,2018,,,,,54039
6350215,2018,,0,0,0,54039
6350220,2018,,10,10,0,54033
6350245,2018,,,,,54033
6350270,2018,,9,0,0,54083
6350295,2018,,0,0,0,54007
6350300,2018,,,,,54049
6350310,2018,,9,0,0,54051
6350315,2018,,0,0,0,54091
6350317,2018,,0,0,0,54013
6350325,2018,,0,0,0,54089
6350345,2018,SCICU,20,0,18,54011
6350370,2018,,,,,54011
6350380,2018,,0,0,0,54011
6350400,2018,NTICU and OHICU,12,12,18,54011
6350410,2018,,,,,54099
6350420,2018,,4,0,0,54057
6350425,2018,,2,0,0,54077
6350450,2018,,12,0,0,54045
6350468,2018,,0,0,0,54005
6350480,2018,,0,0,0,54075
6350485,2018,,16,4,0,54003
6350510,2018,,10,0,0,54003
6350540,2018,,0,0,0,54019
6350555,2018,,16,10,0,54061
6350580,2018,,,,,54103
6350590,2018,,3,0,0,54019
6350600,2018,,18,8,0,54107
6350615,2018,,0,0,0,54107
6350625,2018,,3,0,0,54023
6350630,2018,,0,0,0,54001
6350635,2018,,3,2,0,54053
6350642,2018,,7,11,0,54055
6350645,2018,,5,0,0,54037
6350650,2018,,,,,54055
6350672,2018,,0,0,0,54035
6350675,2018,,0,0,0,54027
6350680,2018,,,,,54025
6350710,2018,,8,8,0,54039
6350739,2018,,0,0,0,54087
6350753,2018,,0,0,0,54101
6350755,2018,,7,8,0,54029
6350765,2018,,,,,54067
6350780,2018,,7,0,0,54047
6350800,2018,,6,0,0,54041
6350810,2018,,0,0,0,54041
6350820,2018,,,,,54069
6350830,2018,,,,,54069
6350840,2018,,6,0,0,54059
6359070,2018,,,,,54095
6359121,2018,,0,0,0,54033
6360001,2018,Neuro,18,50,8,37183
6360002,2018,,,,,37081
6360003,2018,,7,0,0,37091
6360005,2018,E-ICU & ICU including Med/Surg ICU,0,0,10,37167
6360006,2018,,20,0,0,37001
6360008,2018,Neuro,8,8,8,37035
6360012,2018,,,,,37119
6360013,2018,NTICU,28,10,14,37021
6360015,2018,,0,0,0,37011
6360018,2018,,16,14,0,37119
6360019,2018,Cardiovascular Surgical ICU,31,7,7,37129
6360020,2018,Step-down,0,0,7,37127
6360021,2018,,,,,37055
6360022,2018,,0,0,0,37063
6360023,2018,,54,11,0,37051
6360025,2018,,,,,37021
6360026,2018,,,,,37119
6360027,2018,,,,,37063
6360029,2018,,0,0,0,37119
6360040,2018,,10,0,0,37151
6360080,2018,,,,,37021
6360145,2018,,0,0,0,37077
6360147,2018,,,,,37081
6360200,2018,,,,,37021
6360215,2018,,10,6,0,37189
6360220,2018,,,,,37175
6360222,2018,,,,,37173
6360225,2018,,0,0,0,37141
6360250,2018,,,,,37133
6360260,2018,NSICU,64,22,16,37135
6360280,2018,,59,20,87,37119
6360305,2018,Progressive Care Unit,8,0,20,37119
6360320,2018,,,,,37119
6360325,2018,,0,0,0,37119
6360340,2018,,,,,37173
6360348,2018,,8,0,0,37163
6360355,2018,"Respiratory, Pulmonary",96,81,24,37063
6360360,2018,PCCU,35,14,43,37025
6360375,2018,,,,,37169
6360385,2018,,10,0,0,37085
6360427,2018,,16,0,0,37023
6360435,2018,Medical Intensive Care Unit,8,8,8,37063
6360440,2018,,15,1,0,37063
6360445,2018,,4,0,0,37041
6360449,2018,,4,0,0,37093
6360450,2018,,10,0,0,37139
6360455,2018,,,,,37017
6360460,2018,,8,0,0,37171
6360495,2018,,8,0,0,37051
6360510,2018,,,,,37051
6360520,2018,,6,0,0,37089
6360530,2018,,,,,37051
6360550,2018,,8,0,0,37113
6360580,2018,,47,66,0,37071
636060A,2018,,,,,37119
6360620,2018,,0,0,0,37191
6360625,2018,,16,0,0,37191
6360640,2018,,,,,37081
6360690,2018,,76,48,0,37147
6360700,2018,,,,,37147
6360730,2018,,,,,37181
6360750,2018,,13,0,0,37089
6360755,2018,,16,0,0,37035
6360775,2018,,0,0,0,37113
6360780,2018,,20,8,0,37081
6360795,2018,,,,,37133
6360805,2018,,12,0,0,37133
6360820,2018,,0,0,0,37009
6360822,2018,,5,0,0,37061
6360825,2018,,0,0,0,37045
6360840,2018,,14,0,0,37107
6360870,2018,,8,0,0,37165
6360880,2018,,9,0,0,37157
6360895,2018,,12,0,0,37027
6360920,2018,,16,0,0,37057
6360931,2018,,48,0,0,37109
6360950,2018,,19,6,0,37155
6360970,2018,,5,0,0,37111
6360978,2018,,0,0,0,37059
6360985,2018,PCU,14,0,10,37179
6360990,2018,,,,,37097
6360992,2018,,10,0,0,37031
6361030,2018,,,,,37023
6361035,2018,,10,0,0,37171
6361055,2018,,6,0,0,37039
6361068,2018,,12,3,0,37049
6361100,2018,,8,0,0,37193
6361110,2018,,25,0,0,37021
6361120,2018,,6,0,0,37077
6361150,2018,,24,20,0,37125
6361155,2018,,,,,37187
6361160,2018,,,,,37183
6361165,2018,,,,,37183
6361180,2018,,15,0,0,37183
636118A,2018,,12,0,0,37183
6361190,2018,,,,,37183
6361210,2018,Cardiovascular Surgery,30,20,22,37183
6361255,2018,,,,,37083
6361291,2018,,16,0,0,37127
6361320,2018,,6,0,0,37145
6361330,2018,,9,0,0,37161
6361340,2018,,,,,37159
6361345,2018,,6,0,0,37159
6361350,2018,,,,,37019
6361360,2018,,8,0,0,37105
6361370,2018,,18,0,0,37045
6361375,2018,,4,0,0,37037
6361395,2018,,8,6,0,37101
6361400,2018,,0,0,0,37019
6361403,2018,,0,0,0,37005
6361407,2018,,6,0,0,37121
6361410,2018,,,,,37097
6361421,2018,,8,8,0,37097
6361440,2018,,,,,37099
6361470,2018,,8,0,0,37065
6361480,2018,,,,,37057
6361485,2018,,0,0,0,37123
6361490,2018,,6,0,0,37149
6361515,2018,,0,0,0,37007
6361525,2018,,,,,37013
6361540,2018,,,,,37087
6361550,2018,,9,0,0,37047
6361565,2018,,,,,37117
6361615,2018,,,,,37129
6361635,2018,,14,0,0,37195
6361655,2018,,0,0,0,37015
6361685,2018,,,,,37067
6361686,2018,,,,,37067
6361690,2018,,0,0,0,37067
6361700,2018,,45,21,0,37067
6369135,2018,,,,,37183
6369136,2018,,0,0,0,37019
6369137,2018,,,,,37119
6369139,2018,,0,0,0,37119
6370001,2018,,8,0,0,45059
6370002,2018,,0,0,0,45079
6370007,2018,,0,0,0,45075
6370008,2018,,21,0,0,45003
6370009,2018,Progressive Care,40,35,51,45041
6370010,2018,,6,0,0,45001
6370011,2018,,25,8,0,45041
6370012,2018,,0,0,0,45041
6370013,2018,,12,0,0,45067
6370014,2018,,3,0,0,45083
6370017,2018,Vent Weaning,0,0,12,45041
6370018,2018,,8,0,9,45051
6370019,2018,,,,,45091
6370021,2018,,0,0,0,45007
6370022,2018,,,,,45019
6370023,2018,,4,0,0,45053
6370024,2018,,0,0,0,45045
6370025,2018,,,,,45079
6370026,2018,,0,0,0,45019
6370027,2018,,0,0,0,45007
6370030,2018,Neuro,19,21,8,45007
6370031,2018,,0,0,0,45051
6370032,2018,,0,0,0,45047
6370033,2018,,0,0,0,45045
6370034,2018,,4,0,0,45045
6370035,2018,,10,0,0,45019
6370050,2018,,12,0,0,45013
6370055,2018,,,,,45013
6370070,2018,,10,0,10,45055
6370085,2018,Neurosciences ICU and Cardiac ICU,55,21,17,45019
6370090,2018,Bone Marrow Transplant,18,12,6,45019
6370095,2018,,0,0,0,45019
6370100,2018,,11,0,0,45019
6370103,2018,,,,,45019
6370110,2018,,6,0,0,45023
6370125,2018,,0,0,0,45079
6370135,2018,,0,0,0,45079
6370140,2018,Neuroscience ICU,46,88,20,45079
6370170,2018,,18,34,0,45079
6370190,2018,PCU,34,0,31,45079
6370195,2018,,,,,45079
6370210,2018,,,,,45079
6370218,2018,,,,,45079
6370230,2018,,24,0,0,45051
6370232,2018,,36,0,18,45019
6370237,2018,,0,0,0,45031
6370240,2018,,4,0,0,45033
6370243,2018,,0,0,0,45037
6370244,2018,,11,0,0,45077
6370245,2018,,0,0,0,45005
6370280,2018,,,,,45079
6370290,2018,,12,0,0,45021
6370295,2018,,10,0,0,45043
6370323,2018,Trauma & Neuro  ICU,89,28,31,45045
6370330,2018,,18,8,0,45045
6370340,2018,,0,0,0,45045
6370375,2018,CICU/ICU,20,0,10,45047
6370378,2018,,8,0,0,45045
6370380,2018,,12,0,0,45031
6370385,2018,,0,0,0,45045
6370390,2018,,12,0,0,45013
6370416,2018,,0,0,0,45041
6370429,2018,,16,0,0,45063
6370430,2018,,10,10,0,45057
6370444,2018,,18,0,0,45051
6370445,2018,,6,0,0,45027
6370460,2018,,12,0,0,45019
6370477,2018,,40,8,50,45051
6370495,2018,,6,0,0,45025
6370500,2018,,7,0,0,45071
6370520,2018,,11,11,0,45075
6370540,2018,,4,0,0,45077
6370580,2018,,24,8,0,45091
6370590,2018,Intermediate ICU,12,0,20,45073
6370595,2018,,6,0,0,45045
6370600,2018,,18,0,0,45083
6370610,2018,,46,20,0,45083
6370640,2018,,17,0,0,45085
6370650,2018,,0,0,0,45045
6370660,2018,,0,0,0,45087
6370665,2018,,6,0,0,45049
6370667,2018,,0,0,0,45063
6370670,2018,,8,0,0,45029
6370671,2018,,39,0,0,45063
6370700,2018,,0,0,0,45045
6379102,2018,,0,0,0,45057
6380002,2018,,,,,13021
6380004,2018,,,,,13089
6380005,2018,,0,0,0,13075
6380006,2018,,18,20,0,13215
6380019,2018,,50,35,0,13139
6380020,2018,,,,,13005
6380021,2018,,,,,13089
6380022,2018,,,,,13077
6380024,2018,,14,0,0,13113
6380026,2018,,,,,13121
6380027,2018,,,,,13021
6380028,2018,,0,0,0,13245
6380029,2018,,,,,13215
6380030,2018,,,,,13261
6380033,2018,,,,,13051
6380036,2018,,,,,13115
6380037,2018,,8,0,0,13089
6380040,2018,,24,12,0,13059
6380042,2018,,,,,13245
6380050,2018,,18,0,0,13059
6380065,2018,,,,,13121
6380080,2018,,51,20,0,13121
6380110,2018,,65,10,0,13121
6380130,2018,ICU Overflow,89,0,8,13121
6380171,2018,,28,9,0,13121
6380180,2018,,32,44,0,13121
6380200,2018,,21,36,0,13121
6380215,2018,,0,0,0,13067
6380225,2018,,10,0,0,13121
6380240,2018,,,,,13089
6380252,2018,,,,,13059
6380253,2018,,,,,13063
6380254,2018,Bone Marrow/Shock Trauma,76,7,18,13245
6380257,2018,,0,0,0,13135
6380258,2018,,0,0,0,13199
6380260,2018,,,,,13245
6380265,2018,,,,,13245
6380270,2018,Neuro,15,10,16,13245
6380275,2018,,,,,13245
6380280,2018,,,,,13245
6380285,2018,,16,10,0,13067
6380290,2018,,,,,13121
6380298,2018,,,,,13087
6380315,2018,,,,,13001
6380319,2018,,,,,13099
6380323,2018,,,,,13111
6380325,2018,,38,18,0,13135
6380338,2018,,0,0,0,13143
6380340,2018,,12,12,0,13127
6380360,2018,ICU,0,0,4,13131
6380365,2018,,10,0,0,13129
6380373,2018,,0,0,0,13205
6380375,2018,,,,,13245
6380378,2018,,,,,13179
6380382,2018,,15,0,0,13057
6380385,2018,,12,0,0,13045
6380395,2018,,,,,13015
6380400,2018,,14,0,0,13121
6380401,2018,,0,0,0,13213
6380405,2018,,0,0,0,13233
6380415,2018,,5,0,0,13215
6380425,2018,,,,,13241
6380426,2018,,,,,13109
6380427,2018,,,,,13023
6380430,2018,,40,0,0,13215
6380440,2018,,0,0,0,13215
6380447,2018,,,,,13157
6380449,2018,,,,,13201
6380450,2018,,16,0,0,13081
6380455,2018,,10,0,0,13217
6380463,2018,,24,0,0,13117
6380470,2018,,,,,13243
6380475,2018,,8,0,0,13223
6380478,2018,,5,0,0,13077
6380480,2018,,22,0,0,13313
6380486,2018,,26,12,0,13095
6380488,2018,,32,0,0,13089
6380489,2018,,,,,13089
6380495,2018,,4,0,0,13137
6380497,2018,,,,,13157
6380498,2018,,,,,13051
6380500,2018,,,,,13253
6380505,2018,,,,,13175
6380508,2018,,,,,13135
6380510,2018,,10,0,0,13069
6380515,2018,,,,,13097
6380520,2018,,0,0,0,13089
6380525,2018,,16,0,0,13097
6380540,2018,,,,,13175
6380549,2018,,4,0,0,13091
6380557,2018,,0,0,3,13237
6380560,2018,,4,0,0,13105
6380570,2018,,87,41,0,13089
6380574,2018,,,,,13017
6380577,2018,,0,0,0,13207
6380580,2018,,,,,13053
6380595,2018,,0,0,0,13047
6380598,2018,,,,,13225
6380635,2018,,0,0,0,13133
6380640,2018,,16,0,0,13255
6380650,2018,,,,,13235
6380652,2018,,,,,13179
6380653,2018,,4,0,0,13161
6380655,2018,,3,0,0,13281
6380665,2018,,0,0,0,13065
6380667,2018,,0,0,0,13035
6380676,2018,,6,0,0,13227
6380680,2018,,,,,13305
6380682,2018,,0,0,0,13067
6380690,2018,,12,0,0,13285
6380693,2018,,0,0,0,13173
6380715,2018,,,,,13021
6380730,2018,Neuro Trauma,14,10,10,13021
6380745,2018,,,,,13021
6380774,2018,,0,0,0,13211
6380775,2018,,55,30,0,13067
6380805,2018,,,,,13009
638080A,2018,,,,,13043
6380810,2018,,0,0,0,13009
6380815,2018,,0,0,0,13071
6380850,2018,,,,,13165
6380860,2018,,,,,13297
6380880,2018,,,,,13193
6380885,2018,,0,0,0,13159
6380890,2018,,5,5,0,13071
6380901,2018,,0,0,0,13019
6380945,2018,,,,,13063
6380950,2018,,26,0,0,13115
6380955,2018,,,,,13267
6380960,2018,,,,,13115
6380985,2018,,5,0,0,13039
6380987,2018,,,,,13303
6380995,2018,,20,0,0,13121
6381010,2018,,,,,13051
6381027,2018,,,,,13051
6381030,2018,,,,,13127
6381040,2018,NICU,10,16,12,13051
6381065,2018,,,,,13067
6381075,2018,,,,,13135
6381080,2018,,20,0,0,13051
6381097,2018,,0,0,0,13103
6381100,2018,,,,,13031
6381105,2018,,,,,13031
6381115,2018,IMCU,24,0,16,13151
6381124,2018,,,,,13107
6381125,2018,,,,,13251
6381127,2018,,,,,13321
6381130,2018,,8,0,0,13293
6381140,2018,,18,0,0,13275
6381150,2018,,0,0,0,13189
6381160,2018,,20,0,0,13277
6381170,2018,,,,,13257
6381193,2018,,19,19,0,13185
6381200,2018,,,,,13185
6381201,2018,,8,0,0,13279
6381215,2018,,6,0,0,13045
6381220,2018,,0,0,0,13199
6381223,2018,,0,0,0,13199
6381225,2018,,32,0,0,13153
6381230,2018,,,,,13317
6381250,2018,,,,,13299
6381255,2018,,,,,13033
6381265,2018,,6,0,0,13013
6388093,2018,,4,0,0,13153
6388108,2018,,0,0,0,13051
6389065,2018,,5,0,0,13291
6389100,2018,,,,,13247
6389155,2018,,0,0,0,13163
6389175,2018,,,,,13155
6389185,2018,,0,0,0,13027
6389226,2018,,8,0,0,13119
6389228,2018,,0,0,0,13089
6389230,2018,,,,,13051
6390002,2018,,5,0,0,12027
6390003,2018,,,,,12037
6390004,2018,,31,15,0,12069
6390005,2018,,22,0,0,12055
6390010,2018,,6,0,0,12105
6390018,2018,,,,,12087
6390023,2018,,,,,12103
6390030,2018,,39,0,0,12103
6390033,2018,,,,,12099
6390034,2018,,24,8,0,12011
6390035,2018,,6,0,0,12099
6390037,2018,,0,0,0,12013
6390038,2018,Neuro,27,6,8,12099
6390039,2018,,24,0,0,12109
6390040,2018,,4,0,0,12059
6390043,2018,,,,,12011
6390045,2018,,,,,12099
6390046,2018,,21,0,95,12127
6390048,2018,,,,,12111
6390050,2018,,40,8,0,12099
6390052,2018,"16 Neuro ICU, 10 Trauma ICU",16,20,26,12115
6390053,2018,,116,14,0,12057
6390055,2018,,21,10,0,12081
6390056,2018,,78,40,0,12127
6390059,2018,,0,0,0,12019
6390060,2018,,18,0,0,12035
6390061,2018,,,,,12057
6390064,2018,,,,,12081
6390067,2018,,,,,12053
6390068,2018,,22,0,0,12071
6390070,2018,,,,,12057
6390071,2018,,0,0,0,12053
6390074,2018,,,,,12099
6390076,2018,,0,0,0,12086
6390079,2018,CVICU,24,12,8,12105
6390080,2018,,,,,12039
6390081,2018,Neuro ICU,0,30,8,12099
6390082,2018,,80,49,0,12031
6390084,2018,,6,0,0,12131
6390085,2018,,0,0,0,12133
6390086,2018,,,,,12009
6390090,2018,"21 CVICU, 10 Neuro",18,10,31,12103
6390093,2018,,16,0,0,12069
6390095,2018,,3,0,0,12051
6390097,2018,,12,0,0,12009
6390098,2018,,0,0,0,12103
6390102,2018,,56,0,0,12069
6390103,2018,,24,0,0,12021
6390105,2018,,12,0,0,12086
6390106,2018,,,,,12053
6390107,2018,,0,0,0,12005
6390109,2018,,,,,12081
6390110,2018,,,,,12086
6390111,2018,,18,0,0,12011
6390112,2018,,0,0,0,12081
6390114,2018,,0,0,0,12086
6390115,2018,,16,0,0,12091
6390117,2018,,,,,12086
6390118,2018,,,,,12017
6390119,2018,,,,,12095
6390120,2018,,22,0,0,12101
6390121,2018,,0,0,0,12005
6390123,2018,,0,0,0,12011
6390124,2018,,12,0,0,12009
6390126,2018,,0,0,0,12081
6390128,2018,,,,,12083
6390129,2018,,,,,12083
6390131,2018,,0,0,0,12083
6390135,2018,,,,,12101
6390145,2018,,22,0,0,12031
6390146,2018,,,,,12073
6390147,2018,,,,,12033
6390148,2018,,,,,12099
6390149,2018,,,,,12001
6390150,2018,,16,0,0,12011
6390155,2018,,6,0,0,12131
6390160,2018,,12,14,0,12103
6390161,2018,,24,0,0,12127
6390170,2018,,20,0,0,12103
6390180,2018,,26,6,0,12011
6390188,2018,,10,0,0,12099
6390190,2018,,24,16,0,12069
6390200,2018,,8,0,0,12089
6390205,2018,,24,24,0,12011
6390210,2018,Trauma & Cardiovascular Surg ICU,24,16,30,12011
6390215,2018,,10,0,0,12011
6390222,2018,Adult ICU,0,0,6,12103
6390223,2018,,0,0,0,12115
6390225,2018,CV surg,24,10,14,12001
6390230,2018,NSICU,20,22,12,12011
6390233,2018,,0,0,0,12011
6390240,2018,,64,11,0,12071
6390248,2018,,8,0,0,12113
6390253,2018,,,,,12091
6390265,2018,,0,0,0,12011
6390282,2018,,,,,12086
6390283,2018,Neuro; BMT,76,54,64,12001
6390286,2018,,15,0,0,12105
6390287,2018,,21,0,0,12086
6390292,2018,,14,0,0,12086
6390295,2018,,68,18,0,12011
6390298,2018,,,,,12011
6390300,2018,,16,0,0,12086
6390305,2018,,18,6,0,12017
6390306,2018,,4,0,0,12087
6390308,2018,Neuro ICU,56,40,24,12031
6390309,2018,,0,0,0,12031
6390323,2018,,36,0,0,12071
6390380,2018,,40,6,14,12031
6390385,2018,Trauma,20,20,20,12101
6390390,2018,Open Heart Recovery,29,14,8,12031
6390400,2018,,,,,12031
6390403,2018,,0,0,0,12101
6390404,2018,,20,0,0,12009
6390405,2018,,0,0,0,12045
6390406,2018,,,,,12031
6390407,2018,,,,,12113
6390408,2018,,,,,12095
6390409,2018,,30,6,0,12031
6390410,2018,,,,,12031
6390411,2018,STU,0,0,24,12031
6390417,2018,,0,0,0,12095
6390418,2018,,0,0,0,12111
6390420,2018,,12,0,0,12086
6390422,2018,,,,,12005
6390423,2018,,,,,12073
6390440,2018,PCU,32,20,56,12097
6390445,2018,,,,,12023
6390450,2018,,,,,12023
6390455,2018,,,,,12125
6390459,2018,,,,,12125
6390470,2018,,86,0,0,12105
6390480,2018,,8,0,0,12105
6390488,2018,,8,0,0,12071
6390489,2018,,,,,12103
6390498,2018,,0,0,0,12121
6390499,2018,,0,0,0,12079
6390505,2018,,,,,12003
